,0,1,2,3,4,5,6,7,8,9,10
0,-2.4904029114647526,-0.09277729054607604,-0.03903631937721161,-0.03648535425508331,-0.05349568720306122,-0.046842681640327,-0.049123106618502235,-0.04038721820508471,-0.06533738452107621,-0.04721759858682621,-0.08642460437219456
1,-0.09277729054607603,-7.37289290984935,-0.11575395390666492,-0.1083300569337882,-0.1586913366816468,-0.13893691672090153,-0.14568077865628534,-0.11975975883778955,-0.19377861244912198,-0.14028293241254097,-0.2567664874280105
2,-0.03903631937721161,-0.11575395390666493,-3.0438595310860657,-0.0455069964289141,-0.06677072672361126,-0.05847288680230674,-0.06132602007439717,-0.05042446289711335,-0.0815641334714996,-0.05886443224762718,-0.10774235498741365
3,-0.036485354255083306,-0.1083300569337882,-0.04550699642891409,-3.01711356677272,-0.0624061756088812,-0.05463184571711749,-0.05727743830186113,-0.04708182082620943,-0.07619193164244302,-0.05523363812700568,-0.10109674074986216
4,-0.05349568720306122,-0.15869133668164684,-0.06677072672361126,-0.0624061756088812,-4.220331112728899,-0.08012303615104446,-0.08402380453317936,-0.06908140810715938,-0.11175780385414942,-0.0807623481191496,-0.14782314631126425
5,-0.046842681640327,-0.13893691672090155,-0.05847288680230674,-0.054631845717117496,-0.08012303615104446,-3.682865077838975,-0.07357963117007219,-0.06049641144560868,-0.09786462948515708,-0.07068952557695055,-0.12938638270669245
6,-0.04912310661850223,-0.14568077865628534,-0.06132602007439717,-0.05727743830186113,-0.08402380453317934,-0.07357963117007219,-3.8345273204475405,-0.06344828082946694,-0.10263491899595914,-0.07410020532228477,-0.13562911119041104
7,-0.0403872182050847,-0.11975975883778955,-0.050424462897113345,-0.04708182082620944,-0.06908140810715938,-0.060496411445608675,-0.06344828082946694,-3.147450955417206,-0.08438675850534072,-0.06090150679244599,-0.11147090889277368
8,-0.06533738452107621,-0.19377861244912195,-0.0815641334714996,-0.07619193164244302,-0.1117578038541494,-0.09786462948515708,-0.10263491899595914,-0.08438675850534072,-5.081208604451482,-0.09857775927089328,-0.18043153611927548
9,-0.047217598586826205,-0.14028293241254097,-0.05886443224762718,-0.055233638127005685,-0.0807623481191496,-0.07068952557695055,-0.07410020532228477,-0.06090150679244599,-0.09857775927089328,-3.993517556874654,-0.13108036544178858
10,-0.08642460437219456,-0.2567664874280105,-0.10774235498741364,-0.10109674074986216,-0.14782314631126423,-0.12938638270669245,-0.13562911119041104,-0.11147090889277368,-0.18043153611927548,-0.13108036544178858,-7.200681873621181
11,-5.12919457292985,-0.15902570553980466,-0.10873066184386686,-0.07834866855646132,-0.08661837684791475,-0.1858897548866991,-0.02631749471236691,-0.037762007192335065,-0.0866575342379074,-0.07061188550074397,-0.022681803622899677
