,0
0,-13.357002339825241
1,-8.933587796298953
2,-14.098149972674314
3,-14.389709500428355
4,-9.972567080543119
5,-14.049556718048642
6,-9.411752855664373
7,-13.082833172321063
8,-12.568686249902944
9,-13.105187386339242
10,-12.598671020687192
11,-13.274230026299877
12,-9.028683912589837
13,-14.34659636391573
14,-14.610313305577904
15,-9.843202282317133
16,-13.939033817710559
17,-9.147022691495364
18,-13.177588622653118
19,-10.671520206831572
20,-13.265819124445986
21,-12.934107289270692
22,-13.55631515225549
23,-10.34307537151548
24,-14.164790326081125
25,-14.606816764110961
26,-9.888570770713804
27,-13.722763888051288
28,-9.449738742353556
29,-13.032374839307707
30,-9.550748435749858
31,-13.032374839307707
32,-12.740086438644846
33,-14.002329580594129
34,-10.446884268515037
35,-14.087699421439483
36,-14.639908712061231
37,-8.323165563251884
38,-10.99864088217105
39,-7.258030163251806
40,-13.171679777943698
41,-12.61105911321006
42,-13.259276756808331
43,-13.55771363367356
44,-14.204046649866696
45,-10.607776903277728
46,-14.368017998334047
47,-14.654865532804283
48,-7.762535635989816
49,-10.30142380634342
50,-7.109938060955222
51,-13.442668241218772
52,-11.42007124927388
53,-13.442668241218772
54,-13.871304705826747
55,-13.962865767021706
56,-9.537917588942685
57,-14.381607634193958
58,-14.560432246638895
59,-9.230823298386355
60,-10.02325038621233
61,-8.579151514394097
62,-13.25927990369384
63,-11.122935963781554
64,-13.149594346467003
65,-13.585912530219307
66,-13.714666086261518
67,-10.260409348003671
68,-13.877533978262395
69,-14.2671450590884
70,-9.625823041094277
71,-13.85318328571077
72,-9.246344783289306
73,-13.12654674135641
74,-12.611255731087123
75,-13.216162569229327
76,-13.382995135680304
77,-13.9416902054918
78,-10.354067174869554
79,-14.027094702049615
80,-14.350234350081301
81,-8.796808934196937
82,-14.08768338605556
83,-7.812612262295557
84,-13.0729220216962
85,-12.738452782346332
86,-13.0729220216962
87,-13.450467586744452
88,-13.944614403339223
89,-10.417334424511075
90,-14.280404381878883
91,-14.333043773905779
92,-8.632187094231673
93,-14.20144529383855
94,-7.634606420941573
95,-13.308254865105251
96,-12.727081740125431
97,-13.09031494323782
98,-13.278847350251151
99,-13.779473308128333
100,-10.289079612762276
101,-14.155883741165011
102,-14.194666984291493
103,-8.736331543690925
104,-14.16330264818762
105,-7.986502522258817
106,-12.985704446203712
107,-12.63127746152276
108,-13.144260217035292
109,-13.324388556248593
110,-13.902608524986649
111,-10.21290555631526
112,-13.663468635440982
113,-13.92917962382506
114,-9.663849695707976
115,-13.68902051629494
116,-9.074123030611254
117,-13.097197264962931
118,-10.911230880413106
119,-13.222836374372951
120,-13.690039734279388
121,-13.739896695186335
122,-9.016083024583374
123,-13.739896695186335
124,-14.047106950212958
125,-9.773908142429965
126,-13.831145797632526
127,-9.213251072658068
128,-13.15001483507086
129,-10.950083892611033
130,-13.127666885299801
131,-13.57447578863354
132,-14.135332448262464
133,-9.114506792028399
134,-14.091535496867042
135,-14.091535496867042
136,-10.030367963388974
137,-9.14652822392708
138,-9.745459034795417
139,-13.22257280972005
140,-12.870519738719103
141,-13.201863805543528
142,-13.478378177331123
143,-14.124784758989144
144,-10.58747491837422
145,-13.971763128155523
146,-14.23189990057268
147,-8.106521518727792
148,-9.839647024754994
149,-7.699660872010626
150,-13.27073515174376
151,-13.140496267896372
152,-13.415445022685304
153,-13.925856638905438
154,-13.978693707217195
155,-10.243014063868095
156,-13.696976083700411
157,-13.916089790880134
158,-8.35632813494503
159,-13.595899265801204
160,-8.249626822107315
161,-13.130600192773237
162,-12.804981354944875
163,-13.278608755422491
164,-13.227446711172442
165,-13.866400450795181
166,-9.0875418401006
167,-13.579390595239653
168,-13.923802421906286
169,-9.44806949148302
170,-13.898645688867504
171,-9.206449565033806
172,-13.248921660238212
173,-12.896075421381855
174,-13.167495605117516
175,-13.34978271079523
176,-13.734648331002377
177,-9.279664759974512
178,-13.31216778754474
179,-13.944522341900653
180,-9.84542431206608
181,-13.988474489004735
182,-9.275311047291916
183,-12.970793451060283
184,-12.299868529215042
185,-12.903700958875762
186,-13.212201771719801
187,-13.455211675556235
188,-10.424157858133634
189,-13.52653507909938
190,-13.52653507909938
191,-9.413954006834256
192,-13.849230454851433
193,-8.529640876299505
194,-13.158334267490671
195,-10.567490392694392
196,-13.193025235259864
197,-13.027271254297366
198,-13.436863896431582
199,-10.374416795000434
200,-13.523132497086028
201,-13.63815729795862
202,-9.146131124704793
203,-13.81163119007679
204,-9.167739472862985
205,-13.099077429262433
206,-10.692023925959479
207,-13.071103990941335
208,-12.574177889887142
209,-13.205404703784552
210,-10.395945393595431
211,-13.482838332145185
212,-13.538325057817309
213,-9.69703523298035
214,-13.610162535984008
215,-9.238375440076696
216,-13.007874289489743
217,-12.603051724324557
218,-13.196791486566829
219,-12.900227712587865
220,-13.342519354766585
221,-9.968524393667224
222,-13.393515700232555
223,-13.673995600295404
224,-9.881612839576196
225,-9.748907897546346
226,-9.319557129447656
227,-13.351389013140375
228,-12.954523470774816
229,-13.12815214555975
230,-13.164032145635684
231,-13.679522874964297
232,-9.71106727058191
233,-13.507677484093074
234,-13.748261031312786
235,-9.039590022641843
236,-11.307473863544251
237,-8.445590918694863
238,-13.173423518308766
239,-11.208405159353747
240,-13.139989988107745
241,-12.71718868608547
242,-13.485857020952613
243,-10.16875752525795
244,-13.017238541546973
245,-13.552802518010562
246,-9.203070362696437
247,-14.117121673073783
248,-9.102460296201034
249,-13.249009888583846
250,-10.85497700047167
251,-12.890832297232977
252,-12.950293044489026
253,-13.558775165671562
254,-10.386583908866076
255,-13.010882394566915
256,-13.558775165671562
257,-9.883367685357474
258,-13.78867451404825
259,-9.212412720679344
260,-10.137724235734204
261,-12.83437756891733
262,-13.337746420943827
263,-12.736936009014597
264,-13.478807740051426
265,-9.842470583713794
266,-13.32025181994915
267,-13.669074844174155
268,-9.687491282587928
269,-14.050061589277046
270,-9.263092965213897
271,-10.15257239082822
272,-12.556642355869517
273,-13.142754082299161
274,-12.908006427683233
275,-13.544477673451132
276,-9.943617773586544
277,-13.511677847298563
278,-13.856076021900542
279,-9.068654216273785
280,-9.847713676606741
281,-8.39086554511602
282,-13.399137412573769
283,-13.000299984966416
284,-13.271509435739414
285,-13.446078194993428
286,-13.296874540562111
287,-10.341181153313816
288,-13.364902226058264
289,-13.773068339035175
290,-9.616838885689775
291,-10.245673412651955
292,-8.628553202557754
293,-13.221687592645452
294,-10.592157942352346
295,-13.260632180547208
296,-13.319550435727495
297,-13.36985760254758
298,-9.936722479492527
299,-13.333318983934413
300,-13.662166551452914
301,-9.518635773813985
302,-13.826978375914013
303,-9.403575768496308
304,-13.148097708142085
305,-9.509974594765934
306,-13.49878502494639
307,-13.36985760254758
308,-13.502107189571603
309,-9.912226411694244
310,-13.162830956481613
311,-13.813110403237422
312,-9.672433898575498
313,-10.30814081282231
314,-9.004696469911647
315,-13.217081550553225
316,-13.162074730527412
317,-13.663018808593149
318,-12.964919820512458
319,-13.714879415821148
320,-10.48635772005776
321,-13.616222204541165
322,-13.841724401752554
323,-8.960801257881858
324,-10.288957581013173
325,-8.230049353496216
326,-13.245580052841632
327,-11.237470309055022
328,-13.607501527926848
329,-13.418907781981199
330,-13.740783381291408
331,-10.32802851348588
332,-13.585370931060979
333,-13.779636493849015
334,-8.953085070592389
335,-14.158503956712657
336,-7.522505673333382
337,-13.215568570473371
338,-10.924972593726896
339,-13.682651765282479
340,-13.604797487339782
341,-13.388729783621255
342,-10.276264570349175
343,-13.801314529287898
344,-13.946474965352202
345,-11.273235260226041
346,-13.563553574199037
347,-10.313556340602474
348,-13.193599616313492
349,-12.368453547905018
350,-13.737076353367911
351,-13.61361966414978
352,-14.654989433351775
353,-10.171712913233025
354,-14.19756251683885
355,-14.696573698489312
356,-10.834144492672067
357,-14.508987404538068
358,-10.044811502172196
359,-14.166022263109532
360,-13.638977361821494
361,-14.571441417946481
362,-14.239146781976388
363,-14.725588271057637
364,-11.620361172142557
365,-14.758543066745682
366,-14.923317045185913
367,-9.57613771021032
368,-10.369510108917842
369,-9.026666489493477
370,-14.5171209793917
371,-14.067318451438505
372,-14.32434846741176
373,-14.363085518489129
374,-14.796324306257434
375,-10.307503238988152
376,-14.823837868468571
377,-14.933892117313125
378,-9.609410118637593
379,-11.133900664936652
380,-8.89137148056274
381,-14.47908800431701
382,-10.757693189414118
383,-14.61320754570244
384,-14.46616155972377
385,-14.233763164721791
386,-10.045686844280572
387,-14.509834399805923
388,-14.601858144833969
389,-10.566019503139485
390,-14.738625274551937
391,-9.765425061731259
392,-14.325565589192632
393,-14.011555804872001
394,-14.325565589192632
395,-13.819656312095594
396,-13.60748191958154
397,-11.265749393598004
398,-14.23179690296665
399,-14.416689179485267
400,-10.826051459574842
401,-14.920775677259092
402,-9.570911238943426
403,-14.478428474324403
404,-14.114464925888868
405,-14.214333858720389
406,-14.056347867241547
407,-13.925672310932658
408,-11.452459450698147
409,-13.925672310932658
410,-14.512516985357665
411,-9.67479251398618
412,-14.389320957338915
413,-8.98080869347712
414,-14.062740702876686
415,-14.062740702876686
416,-10.994611954602325
417,-14.167314235695896
418,-14.055545976059868
419,-10.193005995019409
420,-14.088813258634199
421,-14.388218801803216
422,-9.796683571721912
423,-14.887504960786243
424,-9.276510391143939
425,-11.057208279476296
426,-13.654105790746357
427,-11.111211266636264
428,-14.255149671505874
429,-13.870493079325863
430,-10.355105979232794
431,-13.612757212010644
432,-14.275506585106923
433,-10.699145143386934
434,-14.393965995349381
435,-10.13086399808031
436,-11.19825975853072
437,-13.810451901977984
438,-14.356007788368215
439,-13.980951308175241
440,-14.226226762611946
441,-11.311339395968735
442,-13.886841810641899
443,-14.414773958150858
444,-11.005014074219199
445,-10.79896484500165
446,-10.63742368811976
447,-14.164484896033644
448,-10.506123840020935
449,-14.31348316763025
450,-13.999970127965248
451,-14.211702388908327
452,-10.462953815874021
453,-13.95642873186711
454,-14.530794460209844
455,-9.89273887870269
456,-10.961895074484755
457,-9.488836631539668
458,-13.91230866330982
459,-10.809794727600513
460,-14.259029438345982
461,-14.052156353257564
462,-14.093603860486096
463,-10.357193675489032
464,-13.7633263356687
465,-14.203696368758568
466,-9.482818487836333
467,-14.78011177393975
468,-8.936333995553404
469,-14.17548044832769
470,-13.559230920314729
471,-14.247980392799803
472,-14.130301363243591
473,-14.088849394492476
474,-11.251785491180703
475,-13.851238853196609
476,-14.326459935788343
477,-10.672730533835685
478,-14.501787841918281
479,-10.093675576490673
480,-13.917034157974276
481,-13.729263876559978
482,-14.151747009742147
483,-13.613628311900731
484,-13.976991255774369
485,-11.242529121383877
486,-13.611265300787766
487,-14.205569977640998
488,-10.796893531923574
489,-14.830938882435445
490,-10.27698534421988
491,-13.806540142899074
492,-13.400116025238654
493,-14.212964260559492
494,-13.794128278281065
495,-14.148405076427423
496,-10.334159948662077
497,-13.609957224255433
498,-14.316670030231167
499,-9.782898423856254
500,-14.950733301182117
501,-9.281751583123699
502,-10.964620532428102
503,-13.809650608933147
504,-14.241804258580329
505,-13.710916196537687
506,-14.064224998121643
507,-10.262650238560278
508,-13.987565674566172
509,-14.26864986093624
510,-9.463544308868878
511,-15.149770817673817
512,-8.91178069074862
513,-11.124908416571085
514,-11.332311012820986
515,-14.347056781656264
516,-13.987565674566172
517,-13.592474737629741
518,-11.23682588167051
519,-13.712648962370205
520,-14.433694310812996
521,-10.748719867226685
522,-14.62479894560271
523,-10.130452248931165
524,-14.218104086681224
525,-11.064887743514072
526,-14.218104086681224
527,-13.79276511219718
528,-14.272912916944364
529,-11.333703674483173
530,-13.727500791344283
531,-14.433328248003214
532,-10.473655787761578
533,-14.125005042153632
534,-9.978476701467322
535,-13.972085766096104
536,-13.623475863721874
537,-14.16223662193659
538,-14.01624838725021
539,-14.422683289007047
540,-10.553733166609513
541,-14.319097157408969
542,-14.505552194285512
543,-10.97550086165432
544,-8.228524296701034
545,-10.487452977942013
546,-14.164938598561168
547,-14.083080289688533
548,-14.205867752997479
549,-14.360531610048202
550,-14.31217181446822
551,-10.587994712279867
552,-14.256923427511634
553,-14.58841374925115
554,-9.751545612645147
555,-9.433355285524142
556,-9.148205278482394
557,-14.301357012224102
558,-11.06346104357749
559,-14.374123180410823
560,-14.256923427511634
561,-14.36743108657097
562,-11.655396707165822
563,-14.193403565973496
564,-14.657476954233424
565,-9.60349188850423
566,-15.166538072748388
567,-8.422897782722616
568,-14.05851444164156
569,-9.62109273694353
570,-14.421425490692384
571,-14.483449433635947
572,-14.20536443098113
573,-11.344413921939427
574,-13.793768571626295
575,-14.479761670551015
576,-10.675710079979481
577,-14.902985452854987
578,-9.895555597692868
579,-14.167653745268925
580,-12.507466788176115
581,-14.269297844682772
582,-13.999566501303713
583,-14.253890622889767
584,-10.219977499109147
585,-14.003756479274202
586,-14.226097940265815
587,-10.720951660658752
588,-14.586973304047053
589,-10.021069397481462
590,-10.937590257645045
591,-13.476080244124255
592,-14.464415153044305
593,-14.003756479274202
594,-14.021953471261615
595,-10.253057844828891
596,-13.97619063133291
597,-14.456700450584318
598,-10.591209243184633
599,-13.913573157560904
600,-10.052178177073184
601,-11.52953644140228
602,-13.421508851793316
603,-14.280399225577195
604,-14.250767670905141
605,-13.942371652616519
606,-11.431325798758017
607,-13.585185259314589
608,-14.429444007119152
609,-10.349844774593848
610,-14.62959282768101
611,-9.954180985265486
612,-13.740267233507609
613,-13.964795709119798
614,-14.413852660344176
615,-13.81248569141582
616,-14.407406471385128
617,-11.384342837809848
618,-14.014420374151253
619,-14.522990617630388
620,-8.69506187232453
621,-11.176177448301408
622,-8.202184760896579
623,-14.345880975951971
624,-14.25454130916303
625,-14.345880975951971
626,-14.199355008143662
627,-14.453213133520658
628,-11.534061517250967
629,-14.425854426557
630,-14.603686021820783
631,-8.395623109208959
632,-11.146643959005107
633,-7.822026316293039
634,-14.182366712085075
635,-14.209391776280885
636,-14.37154216145574
637,-14.562647961375292
638,-14.314992827422483
639,-10.091866536270766
640,-13.67088257279813
641,-14.402826043962166
642,-10.772311707660275
643,-14.380987209775514
644,-9.797200349965074
645,-13.793371425150774
646,-13.966895584656001
647,-14.05365766440862
648,-14.11004865549655
649,-14.789368510223998
650,-11.528643187648353
651,-14.515894431640318
652,-14.698210484029438
653,-9.355589795374579
654,-14.642114851047387
655,-8.606642828183302
656,-13.915044724751233
657,-14.270536974660363
658,-14.418658745455833
659,-14.485508422908797
660,-14.495825783326827
661,-11.299077451137647
662,-14.465908745523397
663,-14.645410972343964
664,-9.250620522566013
665,-14.945819278922766
666,-8.708423547863397
667,-14.336643918780533
668,-14.190808226585721
669,-14.569981026292227
670,-14.376157632113115
671,-14.85175910331532
672,-11.387650267880035
673,-14.423583628425527
674,-14.826572310674745
675,-10.73028494834859
676,-15.078658962235954
677,-9.484825657899066
678,-9.260892765998221
679,-13.963820768286157
680,-14.430374535392133
681,-14.499144006347256
682,-14.686870600672714
683,-11.492652740421851
684,-14.500018594940903
685,-14.873722606404522
686,-10.70448895898847
687,-15.068478810275542
688,-9.58954110028022
689,-9.103560395918207
690,-14.288368648009437
691,-14.50089842497748
692,-14.65572859971741
693,-14.545364694072429
694,-10.219319813133598
695,-14.417230815981943
696,-14.609431633117671
697,-10.313133351045213
698,-15.245482333128892
699,-10.16112228261135
700,-13.493699685251629
701,-14.05584904091114
702,-14.305693198982034
703,-14.481297755027189
704,-14.780444699237046
705,-10.419425554807223
706,-14.508767669589638
707,-14.882323585354825
708,-9.607015360692564
709,-11.211444939571058
710,-8.548420259270431
711,-13.946441047684237
712,-14.024714584504034
713,-14.476175414199902
714,-14.848363956648901
715,-14.98608935734376
716,-11.520453261625244
717,-14.944111542929141
718,-14.944111542929141
719,-8.270992575972677
720,-11.606652256575615
721,-7.454958816272144
722,-14.303506594569924
723,-11.029844471777272
724,-14.487671794881022
725,-14.839167006892595
726,-14.906521179447836
727,-11.264274237018663
728,-14.760305841902875
729,-15.138830600426262
730,-10.54329337021961
731,-14.875011882223674
732,-9.291063443673883
733,-14.166059762553532
734,-13.698297275775516
735,-14.540269751975949
736,-15.013638500065532
737,-15.2864520022339
738,-11.340777771636203
739,-14.857517130606839
740,-15.715386873860965
741,-10.374061773363929
742,-15.502158083290155
743,-9.944410218576259
744,-13.8473004979018
745,-13.67075754600406
746,-14.597608043467215
747,-15.429430292776257
748,-15.322058732926413
749,-11.239595779251147
750,-14.916013902458815
751,-15.728103563394004
752,-9.836179876611359
753,-15.56892867118919
754,-8.62457534593247
755,-14.314566140607083
756,-10.823837588443947
757,-14.565248788656833
758,-15.502523102023117
759,-15.13528367242455
760,-11.562562346650708
761,-15.08413365040328
762,-15.800233958701074
763,-9.612003539701059
764,-16.05508630683365
765,-8.978012477279512
766,-14.20573195365489
767,-10.631449272128078
768,-14.537309727985765
769,-14.777233518275654
770,-15.31213189310462
771,-11.222139026574997
772,-14.777505116721063
773,-15.151743860189555
774,-10.6196789655939
775,-15.911229767968488
776,-10.418858945266871
777,-11.212779444401045
778,-13.882972376385753
779,-14.180031916045486
780,-15.098281182551196
781,-15.250367113774283
782,-10.21076835020721
783,-14.59393799684971
784,-15.156591525642199
785,-10.681944823020874
786,-16.21174878076719
787,-10.118351188081705
788,-11.306549807730013
789,-13.732043331761831
790,-14.60046638476444
791,-15.062815937510116
792,-15.426357537629581
793,-10.138382114477407
794,-15.338469789773693
795,-15.77790852905312
796,-9.654228556113406
797,-10.541566841027908
798,-9.170074997749413
799,-14.28581230615068
800,-13.87886339847211
801,-14.489286759989962
802,-15.82185240298106
803,-15.723988107412962
804,-10.506006383136166
805,-15.226313619817118
806,-15.76227076030495
807,-9.983921424274058
808,-10.490037342686053
809,-8.692217701914135
810,-14.100558602813075
811,-14.029654140439195
812,-14.419628683495544
813,-15.57085749584501
814,-15.279887174065223
815,-11.479063108837202
816,-14.502429269411751
817,-15.435378754995915
818,-10.427741273108438
819,-15.828082112080326
820,-10.505616964643897
821,-13.814182087196356
822,-13.670186750971066
823,-14.486160322914376
824,-14.91707348522694
825,-15.172783825025384
826,-11.437711630433112
827,-14.86042374512958
828,-15.745443971501023
829,-10.96838865324631
830,-10.46574503827408
831,-10.225293939367209
832,-14.484885207090528
833,-14.00277555996647
834,-14.292041348240902
835,-15.172783825025384
836,-15.54468802308535
837,-10.400720325042352
838,-15.51322679218692
839,-15.639071715780627
840,-9.469164317168342
841,-11.019378572919157
842,-8.710921054945304
843,-11.644640161052576
844,-14.307988596689528
845,-14.337123746606744
846,-15.230075714101087
847,-15.392436864791765
848,-10.301891228030415
849,-15.349264006332293
850,-15.565128298629647
851,-9.61813161444642
852,-13.960969493055421
853,-8.458713139238775
854,-11.424345254563114
855,-13.934552511113663
856,-14.134456912125879
857,-15.392436864791765
858,-15.061244418048977
859,-10.750543748782283
860,-15.061244418048977
861,-15.267192019598804
862,-10.953796564727314
863,-16.104555065735237
864,-9.870765098682398
865,-14.265561930886024
866,-13.502678334167618
867,-14.392709197005756
868,-14.855296816499148
869,-15.082489901205902
870,-11.412578703517699
871,-14.91914100303859
872,-15.735885493875145
873,-11.04442958903912
874,-15.838504432594675
875,-9.367305845303358
876,-13.96736846740745
877,-14.118640191399484
878,-14.068216283402135
879,-14.973590635761026
880,-15.535830716525773
881,-10.343786431218756
882,-15.407260467836812
883,-15.857256338248172
884,-9.303523421267181
885,-11.213074095045933
886,-8.595259244278882
887,-14.357425496324863
888,-14.29789328217628
889,-14.29789328217628
890,-15.43940303000905
891,-15.843042358002732
892,-10.72548470212931
893,-15.621759024478408
894,-15.843042358002732
895,-9.792047246529643
896,-10.602475453475002
897,-8.369881260896731
898,-14.193536434156513
899,-14.295997827310947
900,-14.330151625029089
901,-15.40047569095409
902,-15.844762469537578
903,-11.194254394375603
904,-15.663226544158725
905,-15.772148099386039
906,-9.435588826142698
907,-10.432746468086064
908,-8.56055381740867
