,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
12,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
13,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
14,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
15,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
16,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
17,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
18,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
19,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
20,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
21,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
22,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
23,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
24,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
25,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
26,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
27,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
28,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
29,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
30,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
31,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
32,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
33,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
34,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
35,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
36,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
37,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
38,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
39,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
40,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
41,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
42,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
43,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
44,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
45,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
46,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
47,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
48,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
49,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
50,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
51,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
52,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
53,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
54,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
55,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
56,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
57,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
58,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
59,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
60,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
61,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
62,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
63,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
64,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
65,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
66,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
67,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
68,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
69,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
70,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
71,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
72,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
73,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
74,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
75,-560.7772748101038,-839.9375621463267,-470.17164777190845,-171.9948045367646,-897.5451902161911,-879.5906592515095,-233.4329952568765,-519.3896954708246,-890.3916099217249,-617.4934528465998,-806.0868219137687,-818.452900083881,-659.9788238225035,-1232.0959852171127,-1247.308290863648,-966.3551027517991,-1031.5468982194998,-693.953561391343,-946.4772618545284,-1190.1645216507357
