"","store","upc","week","move","price","profit","descrip","custcoun","Brand","wp","mks","csame","cdiff","Prod2","Prod3","Prod4","Prod5","Prod6","Prod7","Prod8","Prod9","Prod10","Prod11"
"1",98,1820000016,91,26,0.0484722222222222,19.05,"BUDWEISER BEER",27452,18200,0.0392382638888889,0.000947107678857642,1,9,0,0,0,0,0,0,0,0,0,0
"2",98,1820011168,91,64,0.0346875,13.11,"BUDWEISER BEER",27452,18200,0.03013996875,0.0023313419787265,1,9,1,0,0,0,0,0,0,0,0,0
"3",98,3410000354,91,27,0.05125,22.98,"MILLER LITE BEER",27452,34100,0.03947275,0.000983534897275244,6,4,0,1,0,0,0,0,0,0,0,0
"4",98,3410000554,91,15,0.05125,22.98,"MILLER GENUINE DRAFT",27452,34100,0.03947275,0.000546408276264025,6,4,0,0,1,0,0,0,0,0,0,0
"5",98,3410017306,91,56,0.0381597222222222,0.64,"MILLER GENUINE DRAFT",27452,34100,0.0379155,0.00203992423138569,6,4,0,0,0,1,0,0,0,0,0,0
"6",98,3410017505,91,29,0.05125,20.95,"MILLER GEN DRFT LNNR",27452,34100,0.040513125,0.00105638933411045,6,4,0,0,0,0,1,0,0,0,0,0
"7",98,3410057306,91,87,0.0381597222222222,0.64,"MILLER LITE BEER",27452,34100,0.0379155,0.00316916800233134,6,4,0,0,0,0,0,1,0,0,0,0
"8",98,3410057528,91,22,0.0471527777777778,16.27,"MILLER LITE BEER N.R",27452,34100,0.0394810208333333,0.000801398805187236,6,4,0,0,0,0,0,0,1,0,0,0
"9",98,3410057602,91,45,0.0471527777777778,16.27,"MILLER LITE BEER",27452,34100,0.0394810208333333,0.00163922482879207,6,4,0,0,0,0,0,0,0,1,0,0
"10",98,7336011341,91,21,0.0471527777777778,17.45,"OLD STYLE BEER",27452,73360,0.0389246180555556,0.000764971586769634,1,9,0,0,0,0,0,0,0,0,1,0
"11",98,7336011751,91,59,0.0484722222222222,19.71,"OLD STYLE BEER",27452,73360,0.0389183472222222,0.0021492058866385,1,9,0,0,0,0,0,0,0,0,0,1
"12",98,1820000016,92,30,0.0484722222222222,19.05,"BUDWEISER BEER",28509,18200,0.0392382638888889,0.0010522992739135,1,9,0,0,0,0,0,0,0,0,0,0
"13",98,1820011168,92,59,0.0346875,13.11,"BUDWEISER BEER",28509,18200,0.03013996875,0.00206952190536322,1,9,1,0,0,0,0,0,0,0,0,0
"14",98,3410000354,92,17,0.05125,22.98,"MILLER LITE BEER",28509,34100,0.03947275,0.000596302921884317,6,4,0,1,0,0,0,0,0,0,0,0
"15",98,3410000554,92,6,0.05125,22.98,"MILLER GENUINE DRAFT",28509,34100,0.03947275,0.0002104598547827,6,4,0,0,1,0,0,0,0,0,0,0
"16",98,3410017306,92,64,0.0381597222222222,0.64,"MILLER GENUINE DRAFT",28509,34100,0.0379155,0.00224490511768214,6,4,0,0,0,1,0,0,0,0,0,0
"17",98,3410017505,92,34,0.05125,20.95,"MILLER GEN DRFT LNNR",28509,34100,0.040513125,0.00119260584376863,6,4,0,0,0,0,1,0,0,0,0,0
"18",98,3410057306,92,103,0.0381597222222222,0.64,"MILLER LITE BEER",28509,34100,0.0379155,0.00361289417376969,6,4,0,0,0,0,0,1,0,0,0,0
"19",98,3410057528,92,18,0.0471527777777778,16.27,"MILLER LITE BEER N.R",28509,34100,0.0394810208333333,0.000631379564348101,6,4,0,0,0,0,0,0,1,0,0,0
"20",98,3410057602,92,67,0.0415972222222222,5.09,"MILLER LITE BEER",28509,34100,0.0394799236111111,0.00235013504507349,6,4,0,0,0,0,0,0,0,1,0,0
"21",98,7336011341,92,14,0.0471527777777778,17.45,"OLD STYLE BEER",28509,73360,0.0389246180555556,0.000491072994492967,1,9,0,0,0,0,0,0,0,0,1,0
"22",98,7336011751,92,45,0.0484722222222222,19.71,"OLD STYLE BEER",28509,73360,0.0389183472222222,0.00157844891087025,1,9,0,0,0,0,0,0,0,0,0,1
"23",98,1820000016,93,20,0.0484722222222222,19.05,"BUDWEISER BEER",27892,18200,0.0392382638888889,0.000717051484296572,1,9,0,0,0,0,0,0,0,0,0,0
"24",98,1820011168,93,41,0.0381597222222222,2.82,"BUDWEISER BEER",27892,18200,0.0370836180555556,0.00146995554280797,1,9,1,0,0,0,0,0,0,0,0,0
"25",98,3410000354,93,28,0.05125,22.98,"MILLER LITE BEER",27892,34100,0.03947275,0.0010038720780152,6,4,0,1,0,0,0,0,0,0,0,0
"26",98,3410000554,93,7,0.05125,22.98,"MILLER GENUINE DRAFT",27892,34100,0.03947275,0.0002509680195038,6,4,0,0,1,0,0,0,0,0,0,0
"27",98,3410017306,93,70,0.0381597222222222,0.64,"MILLER GENUINE DRAFT",27892,34100,0.0379155,0.002509680195038,6,4,0,0,0,1,0,0,0,0,0,0
"28",98,3410017505,93,49,0.05125,20.95,"MILLER GEN DRFT LNNR",27892,34100,0.040513125,0.0017567761365266,6,4,0,0,0,0,1,0,0,0,0,0
"29",98,3410057306,93,98,0.0381597222222222,0.64,"MILLER LITE BEER",27892,34100,0.0379155,0.00351355227305321,6,4,0,0,0,0,0,1,0,0,0,0
"30",98,3410057528,93,28,0.0471527777777778,16.27,"MILLER LITE BEER N.R",27892,34100,0.0394810208333333,0.0010038720780152,6,4,0,0,0,0,0,0,1,0,0,0
"31",98,3410057602,93,91,0.038125,3.55,"MILLER LITE BEER",27892,34100,0.0367715625,0.0032625842535494,6,4,0,0,0,0,0,0,0,1,0,0
"32",98,7336011341,93,28,0.0471527777777778,17.45,"OLD STYLE BEER",27892,73360,0.0389246180555556,0.0010038720780152,1,9,0,0,0,0,0,0,0,0,1,0
"33",98,7336011751,93,61,0.0484722222222222,19.71,"OLD STYLE BEER",27892,73360,0.0389183472222222,0.00218700702710455,1,9,0,0,0,0,0,0,0,0,0,1
"34",98,1820000016,94,19,0.0498611111111111,21.3,"BUDWEISER BEER",30186,18200,0.0392406944444444,0.000629430861989001,1,9,0,0,0,0,0,0,0,0,0,0
"35",98,1820011168,94,38,0.0381597222222222,2.82,"BUDWEISER BEER",30186,18200,0.0370836180555556,0.001258861723978,1,9,1,0,0,0,0,0,0,0,0,0
"36",98,3410000354,94,35,0.05125,22.98,"MILLER LITE BEER",30186,34100,0.03947275,0.00115947790366395,6,4,0,1,0,0,0,0,0,0,0,0
"37",98,3410000554,94,6,0.05125,22.98,"MILLER GENUINE DRAFT",30186,34100,0.03947275,0.000198767640628106,6,4,0,0,1,0,0,0,0,0,0,0
"38",98,3410017306,94,95,0.0329513888888889,15.06,"MILLER GENUINE DRAFT",30186,34100,0.0279889097222222,0.00314715430994501,6,4,0,0,0,1,0,0,0,0,0,0
"39",98,3410017505,94,62,0.0415277777777778,2.44,"MILLER GEN DRFT LNNR",30186,34100,0.0405145,0.00205393228649043,6,4,0,0,0,0,1,0,0,0,0,0
"40",98,3410057306,94,182,0.0329513888888889,15.06,"MILLER LITE BEER",30186,34100,0.0279889097222222,0.00602928509905254,6,4,0,0,0,0,0,1,0,0,0,0
"41",98,3410057528,94,23,0.0471527777777778,16.27,"MILLER LITE BEER N.R",30186,34100,0.0394810208333333,0.000761942622407739,6,4,0,0,0,0,0,0,1,0,0,0
"42",98,3410057602,94,55,0.0471527777777778,16.27,"MILLER LITE BEER",30186,34100,0.0394810208333333,0.00182203670575764,6,4,0,0,0,0,0,0,0,1,0,0
"43",98,7336011341,94,18,0.0471527777777778,17.45,"OLD STYLE BEER",30186,73360,0.0389246180555556,0.000596302921884317,1,9,0,0,0,0,0,0,0,0,1,0
"44",98,7336011751,94,43,0.0498611111111111,21.94,"OLD STYLE BEER",30186,73360,0.0389215833333333,0.00142450142450142,1,9,0,0,0,0,0,0,0,0,0,1
"45",98,1820000016,95,14,0.0498611111111111,21.3,"BUDWEISER BEER",27923,18200,0.0392406944444444,0.000501378791677112,1,9,0,0,0,0,0,0,0,0,0,0
"46",98,1820011168,95,46,0.0381597222222222,2.82,"BUDWEISER BEER",27923,18200,0.0370836180555556,0.00164738745836765,1,9,1,0,0,0,0,0,0,0,0,0
"47",98,3410000354,95,35,0.05125,22.98,"MILLER LITE BEER",27923,34100,0.03947275,0.00125344697919278,6,4,0,1,0,0,0,0,0,0,0,0
"48",98,3410000554,95,9,0.05125,22.98,"MILLER GENUINE DRAFT",27923,34100,0.03947275,0.000322314937506715,6,4,0,0,1,0,0,0,0,0,0,0
"49",98,3410017306,95,243,0.0329513888888889,15.06,"MILLER GENUINE DRAFT",27923,34100,0.0279889097222222,0.0087025033126813,6,4,0,0,0,1,0,0,0,0,0,0
"50",98,3410017505,95,185,0.0415277777777778,2.44,"MILLER GEN DRFT LNNR",27923,34100,0.0405145,0.00662536260430469,6,4,0,0,0,0,1,0,0,0,0,0
"51",98,3410057306,95,335,0.0329513888888889,15.06,"MILLER LITE BEER",27923,34100,0.0279889097222222,0.0119972782294166,6,4,0,0,0,0,0,1,0,0,0,0
"52",98,3410057528,95,13,0.0471527777777778,16.27,"MILLER LITE BEER N.R",27923,34100,0.0394810208333333,0.000465566020843033,6,4,0,0,0,0,0,0,1,0,0,0
"53",98,3410057602,95,62,0.0415972222222222,5.09,"MILLER LITE BEER",27923,34100,0.0394799236111111,0.00222039179171292,6,4,0,0,0,0,0,0,0,1,0,0
"54",98,7336011341,95,13,0.0471527777777778,17.45,"OLD STYLE BEER",27923,73360,0.0389246180555556,0.000465566020843033,1,9,0,0,0,0,0,0,0,0,1,0
"55",98,7336011751,95,45,0.0498611111111111,21.94,"OLD STYLE BEER",27923,73360,0.0389215833333333,0.00161157468753357,1,9,0,0,0,0,0,0,0,0,0,1
"56",98,1820000016,96,27,0.0498611111111111,21.3,"BUDWEISER BEER",27563,18200,0.0392406944444444,0.000979574066683598,1,9,0,0,0,0,0,0,0,0,0,0
"57",98,1820011168,96,72,0.0357291666666667,9.81,"BUDWEISER BEER",27563,18200,0.0322241354166667,0.00261219751115626,1,9,1,0,0,0,0,0,0,0,0,0
"58",98,3410000354,96,25,0.05125,22.98,"MILLER LITE BEER",27563,34100,0.03947275,0.000907013024707035,6,4,0,1,0,0,0,0,0,0,0,0
"59",98,3410000554,96,13,0.05125,22.98,"MILLER GENUINE DRAFT",27563,34100,0.03947275,0.000471646772847658,6,4,0,0,1,0,0,0,0,0,0,0
"60",98,3410017306,96,105,0.0358680555555556,5.71,"MILLER GENUINE DRAFT",27563,34100,0.0338199895833333,0.00380945470376955,6,4,0,0,0,1,0,0,0,0,0,0
"61",98,3410017505,96,160,0.0415277777777778,2.44,"MILLER GEN DRFT LNNR",27563,34100,0.0405145,0.00580488335812502,6,4,0,0,0,0,1,0,0,0,0,0
"62",98,3410057306,96,157,0.0354166666666667,7.05,"MILLER LITE BEER",27563,34100,0.0329197916666667,0.00569604179516018,6,4,0,0,0,0,0,1,0,0,0,0
"63",98,3410057528,96,23,0.0471527777777778,16.27,"MILLER LITE BEER N.R",27563,34100,0.0394810208333333,0.000834451982730472,6,4,0,0,0,0,0,0,1,0,0,0
"64",98,3410057602,96,72,0.0416666666666667,5.25,"MILLER LITE BEER",27563,34100,0.0394791666666667,0.00261219751115626,6,4,0,0,0,0,0,0,0,1,0,0
"65",98,7336011341,96,31,0.0471527777777778,17.45,"OLD STYLE BEER",27563,73360,0.0389246180555556,0.00112469615063672,1,9,0,0,0,0,0,0,0,0,1,0
"66",98,7336011751,96,53,0.0498611111111111,21.94,"OLD STYLE BEER",27563,73360,0.0389215833333333,0.00192286761237891,1,9,0,0,0,0,0,0,0,0,0,1
"67",98,1820000016,97,27,0.0498611111111111,21.3,"BUDWEISER BEER",27377,18200,0.0392406944444444,0.000986229316579611,1,9,0,0,0,0,0,0,0,0,0,0
"68",98,1820011168,97,40,0.0381597222222222,2.82,"BUDWEISER BEER",27377,18200,0.0370836180555556,0.00146108046900683,1,9,1,0,0,0,0,0,0,0,0,0
"69",98,3410000354,97,36,0.05125,22.98,"MILLER LITE BEER",27377,34100,0.03947275,0.00131497242210615,6,4,0,1,0,0,0,0,0,0,0,0
"70",98,3410000554,97,20,0.05125,22.98,"MILLER GENUINE DRAFT",27377,34100,0.03947275,0.000730540234503415,6,4,0,0,1,0,0,0,0,0,0,0
"71",98,3410017306,97,75,0.0381597222222222,0.63,"MILLER GENUINE DRAFT",27377,34100,0.0379193159722222,0.00273952587938781,6,4,0,0,0,1,0,0,0,0,0,0
"72",98,3410017505,97,37,0.05125,20.94,"MILLER GEN DRFT LNNR",27377,34100,0.04051825,0.00135149943383132,6,4,0,0,0,0,1,0,0,0,0,0
"73",98,3410057306,97,95,0.0380902777777778,0.45,"MILLER LITE BEER",27377,34100,0.0379188715277778,0.00347006611389122,6,4,0,0,0,0,0,1,0,0,0,0
"74",98,3410057528,97,20,0.0471527777777778,16.27,"MILLER LITE BEER N.R",27377,34100,0.0394810208333333,0.000730540234503415,6,4,0,0,0,0,0,0,1,0,0,0
"75",98,3410057602,97,43,0.0471527777777778,16.27,"MILLER LITE BEER",27377,34100,0.0394810208333333,0.00157066150418234,6,4,0,0,0,0,0,0,0,1,0,0
"76",98,7336011341,97,16,0.0471527777777778,17.45,"OLD STYLE BEER",27377,73360,0.0389246180555556,0.000584432187602732,1,9,0,0,0,0,0,0,0,0,1,0
"77",98,7336011751,97,41,0.0498611111111111,21.94,"OLD STYLE BEER",27377,73360,0.0389215833333333,0.001497607480732,1,9,0,0,0,0,0,0,0,0,0,1
"78",98,1820000016,98,21,0.0498611111111111,21.3,"BUDWEISER BEER",29035,18200,0.0392406944444444,0.000723265024969864,1,9,0,0,0,0,0,0,0,0,0,0
"79",98,1820011168,98,42,0.0381597222222222,2.82,"BUDWEISER BEER",29035,18200,0.0370836180555556,0.00144653004993973,1,9,1,0,0,0,0,0,0,0,0,0
"80",98,3410000354,98,36,0.05125,22.98,"MILLER LITE BEER",29035,34100,0.03947275,0.00123988289994834,6,4,0,1,0,0,0,0,0,0,0,0
"81",98,3410000554,98,20,0.05125,22.98,"MILLER GENUINE DRAFT",29035,34100,0.03947275,0.000688823833304632,6,4,0,0,1,0,0,0,0,0,0,0
"82",98,3410017306,98,87,0.0346875,9.3,"MILLER GENUINE DRAFT",29035,34100,0.0314615625,0.00299638367487515,6,4,0,0,0,1,0,0,0,0,0,0
"83",98,3410017505,98,33,0.05125,20.94,"MILLER GEN DRFT LNNR",29035,34100,0.04051825,0.00113655932495264,6,4,0,0,0,0,1,0,0,0,0,0
"84",98,3410057306,98,159,0.0346875,9.3,"MILLER LITE BEER",29035,34100,0.0314615625,0.00547614947477183,6,4,0,0,0,0,0,1,0,0,0,0
"85",98,3410057528,98,27,0.0471527777777778,16.27,"MILLER LITE BEER N.R",29035,34100,0.0394810208333333,0.000929912174961254,6,4,0,0,0,0,0,0,1,0,0,0
"86",98,3410057602,98,45,0.0471527777777778,16.27,"MILLER LITE BEER",29035,34100,0.0394810208333333,0.00154985362493542,6,4,0,0,0,0,0,0,0,1,0,0
"87",98,7336011341,98,27,0.0471527777777778,17.45,"OLD STYLE BEER",29035,73360,0.0389246180555556,0.000929912174961254,1,9,0,0,0,0,0,0,0,0,1,0
"88",98,7336011751,98,46,0.0498611111111111,21.94,"OLD STYLE BEER",29035,73360,0.0389215833333333,0.00158429481660065,1,9,0,0,0,0,0,0,0,0,0,1
"89",98,1820000016,99,16,0.0498611111111111,21.3,"BUDWEISER BEER",29394,18200,0.0392406944444444,0.000544328774579846,1,9,0,0,0,0,0,0,0,0,0,0
"90",98,1820011168,99,29,0.0381597222222222,2.82,"BUDWEISER BEER",29394,18200,0.0370836180555556,0.000986595903925971,1,9,1,0,0,0,0,0,0,0,0,0
"91",98,3410000354,99,18,0.05125,22.98,"MILLER LITE BEER",29394,34100,0.03947275,0.000612369871402327,6,4,0,1,0,0,0,0,0,0,0,0
"92",98,3410000554,99,16,0.05125,22.98,"MILLER GENUINE DRAFT",29394,34100,0.03947275,0.000544328774579846,6,4,0,0,1,0,0,0,0,0,0,0
"93",98,3410017306,99,76,0.0346875,9.3,"MILLER GENUINE DRAFT",29394,34100,0.0314615625,0.00258556167925427,6,4,0,0,0,1,0,0,0,0,0,0
"94",98,3410017505,99,21,0.05125,20.94,"MILLER GEN DRFT LNNR",29394,34100,0.04051825,0.000714431516636048,6,4,0,0,0,0,1,0,0,0,0,0
"95",98,3410057306,99,132,0.0346875,9.3,"MILLER LITE BEER",29394,34100,0.0314615625,0.00449071239028373,6,4,0,0,0,0,0,1,0,0,0,0
"96",98,3410057528,99,11,0.0471527777777778,16.27,"MILLER LITE BEER N.R",29394,34100,0.0394810208333333,0.000374226032523644,6,4,0,0,0,0,0,0,1,0,0,0
"97",98,3410057602,99,35,0.0471527777777778,16.27,"MILLER LITE BEER",29394,34100,0.0394810208333333,0.00119071919439341,6,4,0,0,0,0,0,0,0,1,0,0
"98",98,7336011341,99,20,0.0471527777777778,17.45,"OLD STYLE BEER",29394,73360,0.0389246180555556,0.000680410968224808,1,9,0,0,0,0,0,0,0,0,1,0
"99",98,7336011751,99,42,0.0498611111111111,21.94,"OLD STYLE BEER",29394,73360,0.0389215833333333,0.0014288630332721,1,9,0,0,0,0,0,0,0,0,0,1
"100",98,1820000016,100,24,0.0498611111111111,21.3,"BUDWEISER BEER",28115,18200,0.0392406944444444,0.0008536368486573,1,9,0,0,0,0,0,0,0,0,0,0
"101",98,1820011168,100,38,0.0381597222222222,2.82,"BUDWEISER BEER",28115,18200,0.0370836180555556,0.00135159167704073,1,9,1,0,0,0,0,0,0,0,0,0
"102",98,3410000354,100,18,0.0506944444444444,22.13,"MILLER LITE BEER",28115,34100,0.0394757638888889,0.000640227636492975,6,4,0,1,0,0,0,0,0,0,0,0
"103",98,3410000554,100,18,0.0508333333333333,22.34,"MILLER GENUINE DRAFT",28115,34100,0.0394771666666667,0.000640227636492975,6,4,0,0,1,0,0,0,0,0,0,0
"104",98,3410017306,100,75,0.0346875,9.3,"MILLER GENUINE DRAFT",28115,34100,0.0314615625,0.00266761515205406,6,4,0,0,0,1,0,0,0,0,0,0
"105",98,3410017505,100,24,0.05125,20.94,"MILLER GEN DRFT LNNR",28115,34100,0.04051825,0.0008536368486573,6,4,0,0,0,0,1,0,0,0,0,0
"106",98,3410057306,100,120,0.0346875,9.3,"MILLER LITE BEER",28115,34100,0.0314615625,0.0042681842432865,6,4,0,0,0,0,0,1,0,0,0,0
"107",98,3410057528,100,26,0.0471527777777778,16.27,"MILLER LITE BEER N.R",28115,34100,0.0394810208333333,0.000924773252712075,6,4,0,0,0,0,0,0,1,0,0,0
"108",98,3410057602,100,40,0.0470138888888889,16.02,"MILLER LITE BEER",28115,34100,0.0394822638888889,0.0014227280810955,6,4,0,0,0,0,0,0,0,1,0,0
"109",98,7336011341,100,19,0.0471527777777778,17.45,"OLD STYLE BEER",28115,73360,0.0389246180555556,0.000675795838520363,1,9,0,0,0,0,0,0,0,0,1,0
"110",98,7336011751,100,43,0.0498611111111111,21.94,"OLD STYLE BEER",28115,73360,0.0389215833333333,0.00152943268717766,1,9,0,0,0,0,0,0,0,0,0,1
"111",98,1820000016,101,17,0.0498611111111111,21.3,"BUDWEISER BEER",26946,18200,0.0392406944444444,0.000630891412454539,1,9,0,0,0,0,0,0,0,0,0,0
"112",98,1820011168,101,38,0.0381597222222222,2.82,"BUDWEISER BEER",26946,18200,0.0370836180555556,0.00141022786313367,1,9,1,0,0,0,0,0,0,0,0,0
"113",98,3410000354,101,26,0.0498611111111111,20.83,"MILLER LITE BEER",26946,34100,0.0394750416666667,0.000964892748459883,6,4,0,1,0,0,0,0,0,0,0,0
"114",98,3410000554,101,16,0.0498611111111111,20.83,"MILLER GENUINE DRAFT",26946,34100,0.0394750416666667,0.000593780152898389,6,4,0,0,1,0,0,0,0,0,0,0
"115",98,3410017306,101,65,0.0381597222222222,0.63,"MILLER GENUINE DRAFT",26946,34100,0.0379193159722222,0.00241223187114971,6,4,0,0,0,1,0,0,0,0,0,0
"116",98,3410017505,101,39,0.05125,20.94,"MILLER GEN DRFT LNNR",26946,34100,0.04051825,0.00144733912268982,6,4,0,0,0,0,1,0,0,0,0,0
"117",98,3410057306,101,94,0.0381597222222222,0.63,"MILLER LITE BEER",26946,34100,0.0379193159722222,0.00348845839827804,6,4,0,0,0,0,0,1,0,0,0,0
"118",98,3410057528,101,19,0.0471527777777778,16.27,"MILLER LITE BEER N.R",26946,34100,0.0394810208333333,0.000705113931566837,6,4,0,0,0,0,0,0,1,0,0,0
"119",98,3410057602,101,48,0.0415972222222222,5.09,"MILLER LITE BEER",26946,34100,0.0394799236111111,0.00178134045869517,6,4,0,0,0,0,0,0,0,1,0,0
"120",98,7336011341,101,14,0.0471527777777778,17.45,"OLD STYLE BEER",26946,73360,0.0389246180555556,0.000519557633786091,1,9,0,0,0,0,0,0,0,0,1,0
"121",98,7336011751,101,25,0.0498611111111111,21.94,"OLD STYLE BEER",26946,73360,0.0389215833333333,0.000927781488903733,1,9,0,0,0,0,0,0,0,0,0,1
"122",98,1820000016,102,26,0.0498611111111111,21.3,"BUDWEISER BEER",28849,18200,0.0392406944444444,0.000901244410551492,1,9,0,0,0,0,0,0,0,0,0,0
"123",98,1820011168,102,59,0.0346875,13.11,"BUDWEISER BEER",28849,18200,0.03013996875,0.00204513154702069,1,9,1,0,0,0,0,0,0,0,0,0
"124",98,3410000354,102,26,0.0498611111111111,20.83,"MILLER LITE BEER",28849,34100,0.0394750416666667,0.000901244410551492,6,4,0,1,0,0,0,0,0,0,0,0
"125",98,3410000554,102,13,0.0498611111111111,20.83,"MILLER GENUINE DRAFT",28849,34100,0.0394750416666667,0.000450622205275746,6,4,0,0,1,0,0,0,0,0,0,0
"126",98,3410017306,102,67,0.0381597222222222,0.63,"MILLER GENUINE DRAFT",28849,34100,0.0379193159722222,0.00232243751949808,6,4,0,0,0,1,0,0,0,0,0,0
"127",98,3410017505,102,38,0.05125,20.94,"MILLER GEN DRFT LNNR",28849,34100,0.04051825,0.00131720336926757,6,4,0,0,0,0,1,0,0,0,0,0
"128",98,3410057306,102,98,0.0381597222222222,0.63,"MILLER LITE BEER",28849,34100,0.0379193159722222,0.00339699816284793,6,4,0,0,0,0,0,1,0,0,0,0
"129",98,3410057528,102,19,0.0471527777777778,16.27,"MILLER LITE BEER N.R",28849,34100,0.0394810208333333,0.000658601684633783,6,4,0,0,0,0,0,0,1,0,0,0
"130",98,3410057602,102,52,0.0415972222222222,5.09,"MILLER LITE BEER",28849,34100,0.0394799236111111,0.00180248882110298,6,4,0,0,0,0,0,0,0,1,0,0
"131",98,7336011341,102,20,0.0471527777777778,17.45,"OLD STYLE BEER",28849,73360,0.0389246180555556,0.000693264931193456,1,9,0,0,0,0,0,0,0,0,1,0
"132",98,7336011751,102,33,0.0498611111111111,21.94,"OLD STYLE BEER",28849,73360,0.0389215833333333,0.0011438871364692,1,9,0,0,0,0,0,0,0,0,0,1
"133",98,1820000016,103,10,0.0498611111111111,21.3,"BUDWEISER BEER",27950,18200,0.0392406944444444,0.00035778175313059,1,9,0,0,0,0,0,0,0,0,0,0
"134",98,1820011168,103,59,0.0347916666666667,12.77,"BUDWEISER BEER",27950,18200,0.0303487708333333,0.00211091234347048,1,9,1,0,0,0,0,0,0,0,0,0
"135",98,3410000354,103,12,0.0498611111111111,20.83,"MILLER LITE BEER",27950,34100,0.0394750416666667,0.000429338103756708,6,4,0,1,0,0,0,0,0,0,0,0
"136",98,3410000554,103,12,0.0498611111111111,20.83,"MILLER GENUINE DRAFT",27950,34100,0.0394750416666667,0.000429338103756708,6,4,0,0,1,0,0,0,0,0,0,0
"137",98,3410017306,103,57,0.0381597222222222,0.63,"MILLER GENUINE DRAFT",27950,34100,0.0379193159722222,0.00203935599284436,6,4,0,0,0,1,0,0,0,0,0,0
"138",98,3410017505,103,154,0.0415277777777778,2.44,"MILLER GEN DRFT LNNR",27950,34100,0.0405145,0.00550983899821109,6,4,0,0,0,0,1,0,0,0,0,0
"139",98,3410057306,103,74,0.0381597222222222,0.63,"MILLER LITE BEER",27950,34100,0.0379193159722222,0.00264758497316637,6,4,0,0,0,0,0,1,0,0,0,0
"140",98,3410057528,103,17,0.0471527777777778,16.27,"MILLER LITE BEER N.R",27950,34100,0.0394810208333333,0.000608228980322004,6,4,0,0,0,0,0,0,1,0,0,0
"141",98,3410057602,103,34,0.0471527777777778,16.27,"MILLER LITE BEER",27950,34100,0.0394810208333333,0.00121645796064401,6,4,0,0,0,0,0,0,0,1,0,0
"142",98,7336011341,103,18,0.0471527777777778,17.45,"OLD STYLE BEER",27950,73360,0.0389246180555556,0.000644007155635063,1,9,0,0,0,0,0,0,0,0,1,0
"143",98,7336011751,103,40,0.0498611111111111,21.94,"OLD STYLE BEER",27950,73360,0.0389215833333333,0.00143112701252236,1,9,0,0,0,0,0,0,0,0,0,1
"144",98,1820000016,104,15,0.0498611111111111,21.3,"BUDWEISER BEER",27037,18200,0.0392406944444444,0.00055479528054148,1,9,0,0,0,0,0,0,0,0,0,0
"145",98,1820011168,104,34,0.0381597222222222,2.82,"BUDWEISER BEER",27037,18200,0.0370836180555556,0.00125753596922736,1,9,1,0,0,0,0,0,0,0,0,0
"146",98,3410000354,104,25,0.0498611111111111,20.83,"MILLER LITE BEER",27037,34100,0.0394750416666667,0.000924658800902467,6,4,0,1,0,0,0,0,0,0,0,0
"147",98,3410000554,104,8,0.0498611111111111,20.83,"MILLER GENUINE DRAFT",27037,34100,0.0394750416666667,0.000295890816288789,6,4,0,0,1,0,0,0,0,0,0,0
"148",98,3410017306,104,161,0.0339930555555556,11.54,"MILLER GENUINE DRAFT",27037,34100,0.0300702569444444,0.00595480267781189,6,4,0,0,0,1,0,0,0,0,0,0
"149",98,3410017505,104,166,0.0415277777777778,2.44,"MILLER GEN DRFT LNNR",27037,34100,0.0405145,0.00613973443799238,6,4,0,0,0,0,1,0,0,0,0,0
"150",98,3410057306,104,200,0.0339930555555556,11.54,"MILLER LITE BEER",27037,34100,0.0300702569444444,0.00739727040721974,6,4,0,0,0,0,0,1,0,0,0,0
"151",98,3410057528,104,21,0.0471527777777778,16.27,"MILLER LITE BEER N.R",27037,34100,0.0394810208333333,0.000776713392758072,6,4,0,0,0,0,0,0,1,0,0,0
"152",98,3410057602,104,30,0.0471527777777778,16.27,"MILLER LITE BEER",27037,34100,0.0394810208333333,0.00110959056108296,6,4,0,0,0,0,0,0,0,1,0,0
"153",98,7336011341,104,11,0.0471527777777778,17.45,"OLD STYLE BEER",27037,73360,0.0389246180555556,0.000406849872397085,1,9,0,0,0,0,0,0,0,0,1,0
"154",98,7336011751,104,28,0.0498611111111111,21.94,"OLD STYLE BEER",27037,73360,0.0389215833333333,0.00103561785701076,1,9,0,0,0,0,0,0,0,0,0,1
"155",98,1820000016,105,12,0.0498611111111111,21.3,"BUDWEISER BEER",29325,18200,0.0392406944444444,0.00040920716112532,1,9,0,0,0,0,0,0,0,0,0,0
"156",98,1820011168,105,31,0.0381597222222222,2.82,"BUDWEISER BEER",29325,18200,0.0370836180555556,0.00105711849957374,1,9,1,0,0,0,0,0,0,0,0,0
"157",98,3410000354,105,21,0.0498611111111111,20.83,"MILLER LITE BEER",29325,34100,0.0394750416666667,0.00071611253196931,6,4,0,1,0,0,0,0,0,0,0,0
"158",98,3410000554,105,14,0.0498611111111111,20.83,"MILLER GENUINE DRAFT",29325,34100,0.0394750416666667,0.000477408354646206,6,4,0,0,1,0,0,0,0,0,0,0
"159",98,3410017306,105,67,0.0339930555555556,11.54,"MILLER GENUINE DRAFT",29325,34100,0.0300702569444444,0.0022847399829497,6,4,0,0,0,1,0,0,0,0,0,0
"160",98,3410017505,105,36,0.05125,20.94,"MILLER GEN DRFT LNNR",29325,34100,0.04051825,0.00122762148337596,6,4,0,0,0,0,1,0,0,0,0,0
