"","store","upc","week","move","price","profit","descrip","custcoun","brand","adjstore","wp","mks","market","summks","csame","cdiff","Prod1","Prod2","Prod3","Prod4","Prod5","Prod6","Prod7","Prod8","Prod9","Prod10","Prod11","os","y","avg_price_product","pricediff_product","withingroupshare","estimateddi"
"42",98,3410057602,94,55,0.0471527777777778,16.27,"MILLER LITE BEER",30186,34100,1,0.0394810208333333,0.00182203670575764,"98_94",0.0190816935002982,6,4,0,0,0,0,0,0,0,0,1,0,0,0.980918306499702,-6.28853423586317,0.0471527777777778,0,0.0954861111111111,-6.2706790525052
"43",98,7336011341,94,18,0.0471527777777778,17.45,"OLD STYLE BEER",30186,73360,1,0.0389246180555556,0.000596302921884317,"98_94",0.0190816935002982,1,9,0,0,0,0,0,0,0,0,0,1,0,0.980918306499702,-7.40549566319947,0.0471527777777778,0,0.03125,-7.41276401742659
"44",98,7336011751,94,43,0.0498611111111111,21.94,"OLD STYLE BEER",30186,73360,1,0.0389215833333333,0.00142450142450142,"98_94",0.0190816935002982,1,9,0,0,0,0,0,0,0,0,0,0,1,0.980918306499702,-6.53466730540207,0.0498611111111111,0,0.0746527777777778,-6.52502965784348
"45",98,1820000016,95,14,0.0498611111111111,21.3,"BUDWEISER BEER",27923,18200,1,0.0392406944444444,0.000501378791677112,"98_95",0.0358127708340794,1,9,1,0,0,0,0,0,0,0,0,0,0,0.964187229165921,-7.56167888924186,0.0498611111111111,0,0.014,-7.58807048072673
"46",98,1820011168,95,46,0.0381597222222222,2.82,"BUDWEISER BEER",27923,18200,1,0.0370836180555556,0.00164738745836765,"98_95",0.0358127708340794,1,9,0,1,0,0,0,0,0,0,0,0,0,0.964187229165921,-6.37209482236803,0.038545524691358,-0.000385802469135804,0.046,-6.37506185343613
"47",98,3410000354,95,35,0.05125,22.98,"MILLER LITE BEER",27923,34100,1,0.03947275,0.00125344697919278,"98_95",0.0358127708340794,6,4,0,0,1,0,0,0,0,0,0,0,0,0.964187229165921,-6.64538815736771,0.05125,0,0.035,-6.65646942172171
"48",98,3410000554,95,9,0.05125,22.98,"MILLER GENUINE DRAFT",27923,34100,1,0.03947275,0.000322314937506715,"98_95",0.0358127708340794,6,4,0,0,0,1,0,0,0,0,0,0,0,0.964187229165921,-8.0035116415209,0.05125,0,0.009,-8.0335142577652
"49",98,3410017306,95,243,0.0329513888888889,15.06,"MILLER GENUINE DRAFT",27923,34100,1,0.0279889097222222,0.0087025033126813,"98_95",0.0358127708340794,6,4,0,0,0,0,1,0,0,0,0,0,0,0.964187229165921,-4.70767477551657,0.0329513888888889,0,0.243,-4.55292343742412
"50",98,3410017505,95,185,0.0415277777777778,2.44,"MILLER GEN DRFT LNNR",27923,34100,1,0.0405145,0.00662536260430469,"98_95",0.0358127708340794,6,4,0,0,0,0,0,1,0,0,0,0,0,0.964187229165921,-4.9803803937788,0.0415277777777778,0,0.185,-4.87470204893292
"51",98,3410057306,95,335,0.0329513888888889,15.06,"MILLER LITE BEER",27923,34100,1,0.0279889097222222,0.0119972782294166,"98_95",0.0358127708340794,6,4,0,0,0,0,0,0,1,0,0,0,0,0.964187229165921,-4.38660568703205,0.0329513888888889,0,0.335,-4.14871024641058
"52",98,3410057528,95,13,0.0471527777777778,16.27,"MILLER LITE BEER N.R",27923,34100,1,0.0394810208333333,0.000465566020843033,"98_95",0.0358127708340794,6,4,0,0,0,0,0,0,0,1,0,0,0,0.964187229165921,-7.63578686139558,0.0471527777777778,0,0.013,-7.66290170174578
"53",98,3410057602,95,62,0.0415972222222222,5.09,"MILLER LITE BEER",27923,34100,1,0.0394799236111111,0.00222039179171292,"98_95",0.0358127708340794,6,4,0,0,0,0,0,0,0,0,1,0,0,0.964187229165921,-6.07360183381203,0.0415972222222222,0,0.062,-6.06464755244126
"54",98,7336011341,95,13,0.0471527777777778,17.45,"OLD STYLE BEER",27923,73360,1,0.0389246180555556,0.000465566020843033,"98_95",0.0358127708340794,1,9,0,0,0,0,0,0,0,0,0,1,0,0.964187229165921,-7.63578686139558,0.0471527777777778,0,0.013,-7.66290170174578
"55",98,7336011751,95,45,0.0498611111111111,21.94,"OLD STYLE BEER",27923,73360,1,0.0389215833333333,0.00161157468753357,"98_95",0.0358127708340794,1,9,0,0,0,0,0,0,0,0,0,0,1,0.964187229165921,-6.3940737290868,0.0498611111111111,0,0.045,-6.39778114444817
"56",98,1820000016,96,27,0.0498611111111111,21.3,"BUDWEISER BEER",27563,18200,1,0.0392406944444444,0.000979574066683598,"98_96",0.0267750244893517,1,9,1,0,0,0,0,0,0,0,0,0,0,0.973224975510648,-6.90125270149457,0.0498611111111111,0,0.0365853658536585,-6.90860676821422
"57",98,1820011168,96,72,0.0357291666666667,9.81,"BUDWEISER BEER",27563,18200,1,0.0322241354166667,0.00261219751115626,"98_96",0.0267750244893517,1,9,0,1,0,0,0,0,0,0,0,0,0,0.973224975510648,-5.92042344848284,0.0355516975308642,0.000177469135802466,0.0975609756097561,-5.89390531229667
"58",98,3410000354,96,25,0.05125,22.98,"MILLER LITE BEER",27563,34100,1,0.03947275,0.000907013024707035,"98_96",0.0267750244893517,6,4,0,0,1,0,0,0,0,0,0,0,0,0.973224975510648,-6.9782137426307,0.05125,0,0.0338753387533875,-6.98704693545659
"59",98,3410000554,96,13,0.05125,22.98,"MILLER GENUINE DRAFT",27563,34100,1,0.03947275,0.000471646772847658,"98_96",0.0267750244893517,6,4,0,0,0,1,0,0,0,0,0,0,0,0.973224975510648,-7.63214021003736,0.05125,0,0.0176151761517615,-7.64980250778405
