"","store","upc","week","move","price","profit","descrip","custcoun","brand","wp","mks","csame","cdiff","Prod2","Prod3","Prod4","Prod5","Prod6","Prod7","Prod8","Prod9","Prod10","Prod11","summks","os","y","avg_price_product","pricediff_product","withingroupshare"
"1",98,1820000016,91,26,0.0484722222222222,19.05,"BUDWEISER BEER",27452,18200,0.0392382638888889,0.000947107678857642,1,9,0,0,0,0,0,0,0,0,0,0,0.160243720676529,0.839756279323471,-6.78745419309992,0.0484722222222222,0,0.00591041992072495
"2",98,1820011168,91,64,0.0346875,13.11,"BUDWEISER BEER",27452,18200,0.03013996875,0.0023313419787265,1,9,1,0,0,0,0,0,0,0,0,0,0.160243720676529,0.839756279323471,-5.88666764776172,0.0346875,0,0.0145487259587076
"3",98,3410000354,91,27,0.05125,22.98,"MILLER LITE BEER",27452,34100,0.03947275,0.000983534897275244,6,4,0,1,0,0,0,0,0,0,0,0,0.160243720676529,0.839756279323471,-6.74971386511707,0.05125,0,0.00613774376382975
"4",98,3410000554,91,15,0.05125,22.98,"MILLER GENUINE DRAFT",27452,34100,0.03947275,0.000546408276264025,6,4,0,0,1,0,0,0,0,0,0,0,0.160243720676529,0.839756279323471,-7.33750053001919,0.05125,0,0.00340985764657209
"5",98,3410017306,91,56,0.0381597222222222,0.64,"MILLER GENUINE DRAFT",27452,34100,0.0379155,0.00203992423138569,6,4,0,0,0,1,0,0,0,0,0,0,0.160243720676529,0.839756279323471,-6.02019904038625,0.0381597222222222,0,0.0127301352138691
"6",98,3410017505,91,29,0.05125,20.95,"MILLER GEN DRFT LNNR",27452,34100,0.040513125,0.00105638933411045,6,4,0,0,0,0,1,0,0,0,0,0,0.160243720676529,0.839756279323471,-6.67825490113492,0.05125,0,0.00659239145003936
"7",98,3410057306,91,87,0.0381597222222222,0.64,"MILLER LITE BEER",27452,34100,0.0379155,0.00316916800233134,6,4,0,0,0,0,0,1,0,0,0,0,0.160243720676529,0.839756279323471,-5.57964261246681,0.0381597222222222,0,0.0197771743501181
"8",98,3410057528,91,22,0.0471527777777778,16.27,"MILLER LITE BEER N.R",27452,34100,0.0394810208333333,0.000801398805187236,6,4,0,0,0,0,0,0,1,0,0,0,0.160243720676529,0.839756279323471,-6.95450827776308,0.0471527777777778,0,0.00500112454830572
"9",98,3410057602,91,45,0.0471527777777778,16.27,"MILLER LITE BEER",27452,34100,0.0394810208333333,0.00163922482879207,6,4,0,0,0,0,0,0,0,1,0,0,0.160243720676529,0.839756279323471,-6.23888824135108,0.0471527777777778,0,0.0102295729397163
"10",98,7336011341,91,21,0.0471527777777778,17.45,"OLD STYLE BEER",27452,73360,0.0389246180555556,0.000764971586769634,1,9,0,0,0,0,0,0,0,0,1,0,0.160243720676529,0.839756279323471,-7.00102829339797,0.0471527777777778,0,0.00477380070520092
"11",98,7336011751,91,59,0.0484722222222222,19.71,"OLD STYLE BEER",27452,73360,0.0389183472222222,0.0021492058866385,1,9,0,0,0,0,0,0,0,0,0,1,0.160243720676529,0.839756279323471,-5.96801328721568,0.0484722222222222,0,0.0134121067431835
"12",98,1820000016,92,30,0.0484722222222222,19.05,"BUDWEISER BEER",28509,18200,0.0392382638888889,0.0010522992739135,1,9,0,0,0,0,0,0,0,0,0,0,0.179048444747772,0.820951555252228,-6.65948654594564,0.0484722222222222,0,0.00587717628821569
"13",98,1820011168,92,59,0.0346875,13.11,"BUDWEISER BEER",28509,18200,0.03013996875,0.00206952190536322,1,9,1,0,0,0,0,0,0,0,0,0,0.179048444747772,0.820951555252228,-5.98314648370208,0.0346875,0,0.0115584467001575
"14",98,3410000354,92,17,0.05125,22.98,"MILLER LITE BEER",28509,34100,0.03947275,0.000596302921884317,6,4,0,1,0,0,0,0,0,0,0,0,0.179048444747772,0.820951555252228,-7.22747058355158,0.05125,0,0.00333039989665556
"15",98,3410000554,92,6,0.05125,22.98,"MILLER GENUINE DRAFT",28509,34100,0.03947275,0.0002104598547827,6,4,0,0,1,0,0,0,0,0,0,0,0.179048444747772,0.820951555252228,-8.26892445837974,0.05125,0,0.00117543525764314
"16",98,3410017306,92,64,0.0381597222222222,0.64,"MILLER GENUINE DRAFT",28509,34100,0.0379155,0.00224490511768214,6,4,0,0,0,1,0,0,0,0,0,0,0.179048444747772,0.820951555252228,-5.90180084424812,0.0381597222222222,0,0.0125379760815268
"17",98,3410017505,92,34,0.05125,20.95,"MILLER GEN DRFT LNNR",28509,34100,0.040513125,0.00119260584376863,6,4,0,0,0,0,1,0,0,0,0,0,0.179048444747772,0.820951555252228,-6.53432340299163,0.05125,0,0.00666079979331112
"18",98,3410057306,92,103,0.0381597222222222,0.64,"MILLER LITE BEER",28509,34100,0.0379155,0.00361289417376969,6,4,0,0,0,0,0,1,0,0,0,0,0.179048444747772,0.820951555252228,-5.42595493937816,0.0381597222222222,0,0.0201783052562072
"19",98,3410057528,92,18,0.0471527777777778,16.27,"MILLER LITE BEER N.R",28509,34100,0.0394810208333333,0.000631379564348101,6,4,0,0,0,0,0,0,1,0,0,0,0.179048444747772,0.820951555252228,-7.17031216971163,0.0471527777777778,0,0.00352630577292942
"20",98,3410057602,92,67,0.0415972222222222,5.09,"MILLER LITE BEER",28509,34100,0.0394799236111111,0.00235013504507349,6,4,0,0,0,0,0,0,0,1,0,0,0.179048444747772,0.820951555252228,-5.85599130821683,0.0415972222222222,0,0.0131256937103484
"21",98,7336011341,92,14,0.0471527777777778,17.45,"OLD STYLE BEER",28509,73360,0.0389246180555556,0.000491072994492967,1,9,0,0,0,0,0,0,0,0,1,0,0.179048444747772,0.820951555252228,-7.42162659799254,0.0471527777777778,0,0.00274268226783399
"22",98,7336011751,92,45,0.0484722222222222,19.71,"OLD STYLE BEER",28509,73360,0.0389183472222222,0.00157844891087025,1,9,0,0,0,0,0,0,0,0,0,1,0.179048444747772,0.820951555252228,-6.25402143783747,0.0484722222222222,0,0.00881576443232354
"23",98,1820000016,93,20,0.0484722222222222,19.05,"BUDWEISER BEER",27892,18200,0.0392382638888889,0.000717051484296572,1,9,0,0,0,0,0,0,0,0,0,0,0.163680188523833,0.836319811476167,-7.06161872534867,0.0484722222222222,0,0.00438080803036321
