,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-168.34975865589104,5.732576123340495,2.86566573739606,2.1183377823443292,3.6214576566341137,3.257269216284471,3.51574786063229,2.9648355502136168,4.6129286360098085,2.512806530610617,4.599308663962416
12,2.0799582557626985,-151.08318160701162,2.818139933428358,2.08591048502109,3.5627710109588633,3.2040524219591,3.4578344885081065,2.915665058583297,4.537230920580673,2.4758825718853648,4.531724995580443
13,2.141583852832082,5.8045334478345465,-181.3445940691288,2.144263511185966,3.66837801750632,3.2998164197702917,3.5620500383693727,3.004147747898263,4.673449513938442,2.5423272607126295,4.65334185277767
14,2.0537416111977396,5.573672785758079,2.781757021921355,-145.86552349431918,3.5178438821236346,3.163312744083395,3.4134994349197294,2.878023072622208,4.479281194576713,2.447615298116342,4.479986067187549
15,2.1147130731435038,5.733913803461895,2.8663721020794455,2.1188197395713004,-167.07095801394541,3.25806016421851,3.516608612977725,2.965566359497263,4.61405371250812,2.513355319164844,4.600313137614244
16,2.124029915635631,5.758399597606739,2.879301881770924,2.127641805694968,3.6382960566299927,-171.7804401011349,3.5323644084685135,2.9789435897811276,4.634647876068241,2.523400706206428,4.618699684724174
17,2.133578965642675,5.783495649144193,2.892553920429354,2.1366837397763816,3.654660143208364,3.287377102556892,-176.32900103329942,2.9926542311914615,4.65575532064572,2.533696442468343,4.637544457855114
18,2.1415838528320816,5.804533447834546,2.9036629942619636,2.144263511185966,3.6683780175063196,3.2998164197702913,3.562050038369373,-181.2441093154924,4.673449513938442,2.5423272607126295,4.653341852777669
19,2.129126646084953,5.7717944193575255,2.8863750528155547,2.132467867880536,3.647030259316172,3.2804583527340325,3.54098353656715,2.9862615364251486,-172.93340082996102,2.5288959763414467,4.628757937611898
20,2.0140213524481947,5.469281450829179,2.7266344672589007,2.0234738080997405,3.4497757914772005,3.1015891191246148,3.346328715338484,2.820992935593616,4.391483190035409,-134.09977417578324,4.401595123668243
21,2.014021352448194,5.4692814508291745,2.7266344672589,2.0234738080997396,3.4497757914771983,3.1015891191246125,3.3463287153384833,2.8209929355936145,4.391483190035406,2.4047868451448164,-132.10296589725976
22,-133.15271952827993,4.1282709919567795,3.893627591367263,2.879681073014486,2.8562658962933543,4.825655576850324,0.9188024649116113,1.3522514313452456,2.98446869892301,2.4618826222779027,0.7275796356286764
23,3.1368755465815235,-132.16132408290474,3.8936275913672644,2.879681073014487,2.8562658962933547,4.825655576850326,0.918802464911612,1.3522514313452463,2.9844686989230107,2.4618826222779036,0.7275796356286769
24,3.310378035584013,4.356608164326225,-179.97279251058598,3.0603875099602,3.030217907107635,5.092565513575327,0.9757015441422836,1.4365590837086155,3.1685904004581085,2.6142841352002693,0.7714989959807254
25,3.3209778123184797,4.370557952950069,4.151211128645135,-185.65157966517665,3.040845396031216,5.108871825685092,0.9791777710545921,1.4417098345441663,3.1798392337872055,2.6235950450238295,0.7741822161764659
26,3.273222864308796,4.3077102678368915,4.084393920283431,3.021688555753102,-167.31009138253324,5.035407345579636,0.9635164286023388,1.41850431128202,3.1291601942498954,2.5816468777174792,0.7620935787009022
27,3.136875546581524,4.128270991956782,3.893627591367264,2.8796810730144875,2.856265896293355,-131.4639394980112,0.918802464911612,1.3522514313452463,2.9844686989230107,2.461882622277904,0.7275796356286768
28,3.29951992969164,4.34231840277291,4.121187895791548,3.049078235212482,3.0193314215359672,5.075861797257775,-178.75950955801298,1.431282807652871,3.157067429100391,2.604746315456515,0.7687503843355622
29,3.310378035584015,4.356608164326229,4.136380228780896,3.0603875099602016,3.0302179071076374,5.092565513575329,0.975701544142284,-182.67261365565832,3.16859040045811,2.614284135200271,0.7714989959807257
30,3.29347894555768,4.334368192701528,4.112735541033536,3.0427862458205786,3.013274652436942,5.06656856635243,0.9701594458286547,1.4283473166354197,-174.27917206506896,2.599439886215593,0.767221175758217
31,3.2989261873972806,4.341537010889774,4.120357150019095,3.04845982249578,3.018736127658361,5.074948405645184,0.9719458812462987,1.4309942908048872,3.1564373309978313,-176.89717926182755,0.7686000849814093
32,3.259587550778596,4.289765574629569,4.065315910031497,3.0074867608202434,2.979294782504729,5.014431273752106,0.9590447164135169,1.4118785449330253,3.1146900355850535,2.569669607304439,-165.1825692599565
33,-176.45097083673434,1.085576065894691,4.335924798631736,8.839807080850495,0.9419110883736068,1.8275223469371529,1.9370553591778996,8.736834482768458,1.0476356237280526,2.3677487106111488,2.0399173322991606
34,3.187882286916112,-178.7822968997902,4.336763958114728,8.841517905711216,0.9421038512700799,1.8279024726798463,1.937466156787397,8.738458381508645,1.047852793885102,2.3682412037610363,2.040331129892079
35,3.066929411329092,1.044589863236932,-143.73022043149362,8.529378359192226,0.9069345380065004,1.7585492028710257,1.8625170179933648,8.44217703346152,1.0082304677437028,2.2783866991407713,1.9648342789259712
36,3.0669294113290917,1.044589863236932,4.183659530834044,-139.38450160313542,0.9069345380065004,1.7585492028710252,1.8625170179933648,8.442177033461519,1.0082304677437026,2.278386699140771,1.9648342789259705
37,3.1585320679001425,1.0758014945033723,4.299612165571041,8.765775199357634,-169.5200116117745,1.811073326216949,1.9192790926469887,8.666564077687903,1.0382381107809162,2.3464372625370107,2.0220112372631793
38,3.1872193433838154,1.0855760658946914,4.335924798631737,8.839807080850495,0.9419110883736067,-177.81066783318093,1.9370553591778994,8.736834482768458,1.0476356237280526,2.367748710611149,2.0399173322991606
39,3.222806229885804,1.097701531284139,4.380970940327646,8.931644283021104,0.9522586213491705,1.8479275413506795,-191.50119642866468,8.82400544125466,1.0592933427639906,2.394185800610826,2.0621300292639773
40,3.006743424279039,1.0240827879939272,4.107472625364707,8.37405335294478,0.8894342171334155,1.724039109759685,1.8252227236853056,-128.19599167118415,0.9885144242470806,2.2336752193581075,1.9272667544519393
41,3.1811377943527006,1.0835039090088912,4.328226721227223,8.824112731361122,0.9401427672364426,1.8240352424862374,1.9332868848724398,8.72193755312696,-176.52402331812877,2.363230797557304,2.0361213370000235
42,3.1872193433838145,1.085576065894691,4.335924798631734,8.839807080850491,0.9419110883736065,1.8275223469371524,1.9370553591778987,8.736834482768458,1.0476356237280524,-177.2704414695069,2.0399173322991597
43,3.143323167273421,1.070619389166004,4.280360549865733,8.726526232474422,0.929147471255678,1.8023526820525058,1.9098547984701442,8.62930925952577,1.0332559069295844,2.335138744622489,-164.085862498024
44,-178.73107388893726,1.452241915032164,1.746512931546194,2.704635657341424,4.729302790289793,7.463963324859475,2.5828002458175514,7.015761663481503,0.5922985369992942,1.7704752767905059,1.2797060902288975
45,0.7996191941593984,-178.30817045183053,1.7468679942282321,2.7051800011800373,4.730159964318257,7.465316149111838,2.583331590942467,7.017115628713204,0.5924181349224679,1.7708088558856927,1.279958335528815
46,0.8025714318035009,1.4578999993210437,-182.38351231222026,2.7151351123544787,4.7458361926001,7.490056961480215,2.593048979033876,7.041877315553641,0.5946053749634047,1.7769094409710497,1.284571467109945
47,0.7979767892138807,1.4495507161536052,1.7432555033277928,-174.75996641678006,4.721438872271709,7.451552194026998,2.5779255613356375,7.0033400674149755,0.5912013176152823,1.7674149433509563,1.277391932554912
48,0.7554240540313087,1.3722248314492824,1.6496603726784542,2.5561513838006538,-131.83703542174433,7.094934402036487,2.4378624961659683,6.6464276785118495,0.559675045863877,1.6794811606354179,1.210899110379949
49,0.7554240540313086,1.372224831449282,1.6496603726784536,2.556151383800653,4.495479359165516,-129.23758037887333,2.4378624961659674,6.646427678511846,0.5596750458638767,1.6794811606354172,1.2108991103799482
50,0.8081199116129488,1.4679825744905757,1.765565433870068,2.733844897331592,4.775298297676428,7.5365551624865805,-190.75670913126234,7.088414780235741,0.5987161067772196,1.7883749639676896,1.2932414538108148
51,0.7798215932419517,1.41655949522983,1.7033229309775786,2.638421365493545,4.625035004308665,7.299403988095216,2.518167204380777,-149.72786300978942,0.5777505807953027,1.7298983702884951,1.2490227928666622
52,0.7994577662939871,1.4522419150321633,1.7465129315461938,2.7046356573414227,4.7293027902897915,7.4639633248594714,2.5828002458175505,7.0157616634815,-178.9382331182319,1.7704752767905052,1.2797060902288973
